0.25m_40deg,0.25m_30deg,0.25m_20deg,0.25m_10deg,0.25m_0deg,0.25m_-10deg,0.25m_-20deg,0.25m_-30deg,0.25m_-40deg,0.5m_-40deg,0.5m_-30deg,0.5m_-20deg,0.5m_-10deg,0.5m_0deg,0.5m_10deg,0.5m_20deg,0.5m_30deg,0.5m_40deg,1m_40deg,1m_30deg,1m_20deg,1m_10deg,1m_0deg,1m_-10deg,1m_-20deg,1m_-30deg,1m_-40deg,2m_-40deg,2m_-30deg,2m_-20deg,2m_-10deg,2m_0deg,2m_10deg,2m_20deg,2m_30deg,2m_40deg
0.385,0.3,0.37,0.366,0.364,0.367,0.371,0.362,0.315,0.686,0.689,0.536,0.683,0.683,0.682,0.686,0.691,0.652,1.167,1.326,1.319,1.315,1.315,1.315,1.11,1.323,1.331,2.961,4.512,2.585,2.579,2.578,2.292,2.58,2.126,3.306
0.385,0.37,0.37,0.366,0.284,0.367,0.371,0.36,0.401,0.687,0.688,0.686,0.684,0.682,0.683,0.688,0.689,0.697,1.336,1.326,1.319,1.315,1.056,1.315,1.111,1.223,1.141,3.056,4.684,2.584,2.031,2.577,2.462,2.087,2.296,2.868
0.385,0.367,0.37,0.366,0.366,0.366,0.289,0.362,0.4,0.686,0.689,0.685,0.547,0.682,0.662,0.687,0.691,0.696,1.336,1.326,1.107,1.047,1.315,1.315,1.318,1.323,1.33,2.921,4.852,2.235,2.579,2.578,2.335,2.534,3.293,3.039
0.385,0.368,0.37,0.366,0.366,0.367,0.288,0.361,0.401,0.688,0.665,0.687,0.683,0.683,0.683,0.688,0.653,0.695,1.115,1.325,1.319,1.315,1.097,1.315,1.318,1.261,1.33,2.769,4.451,2.123,2.068,2.496,2.578,2.296,3.304,2.92
0.314,0.287,0.37,0.364,0.366,0.366,0.327,0.361,0.4,0.687,0.541,0.599,0.684,0.682,0.682,0.687,0.691,0.697,1.336,1.251,1.319,1.315,1.315,1.31,1.318,1.322,1.242,2.837,4.749,2.581,2.579,2.578,2.085,2.582,3.046,3.088
0.385,0.37,0.37,0.366,0.366,0.367,0.371,0.361,0.402,0.688,0.689,0.686,0.682,0.683,0.536,0.688,0.688,0.695,1.336,1.326,1.319,1.315,1.315,1.194,1.318,1.323,1.33,3.054,4.434,2.41,2.4,2.579,2.342,2.583,3.304,3.193
0.351,0.37,0.368,0.364,0.366,0.366,0.369,0.361,0.401,0.687,0.688,0.685,0.684,0.682,0.683,0.687,0.691,0.697,1.335,1.325,1.319,1.224,1.314,1.263,1.318,1.322,1.33,2.77,4.436,2.585,2.579,2.577,2.392,2.321,3.305,3.03
0.385,0.37,0.37,0.366,0.364,0.367,0.371,0.361,0.402,0.688,0.691,0.686,0.683,0.683,0.659,0.688,0.67,0.695,1.178,1.325,1.165,1.315,1.147,1.315,1.318,1.057,1.295,3.054,4.435,2.584,2.423,2.578,2.261,2.295,3.247,3.02
0.383,0.37,0.368,0.364,0.366,0.365,0.371,0.359,0.312,0.567,0.688,0.685,0.684,0.681,0.683,0.686,0.689,0.697,1.335,1.325,1.038,1.315,1.315,1.113,1.318,1.322,1.33,2.805,4.437,2.584,2.295,2.577,2.415,2.581,3.306,3.305
0.385,0.368,0.37,0.366,0.363,0.367,0.371,0.36,0.402,0.688,0.69,0.548,0.608,0.683,0.575,0.688,0.688,0.625,1.336,1.325,1.319,1.305,1.315,1.315,1.318,1.322,1.043,2.923,4.435,2.299,2.498,2.574,2.572,2.237,3.008,3.021
0.318,0.37,0.367,0.366,0.364,0.365,0.371,0.359,0.401,0.688,0.688,0.687,0.684,0.682,0.682,0.687,0.689,0.697,1.335,1.325,1.319,1.315,1.315,1.181,1.318,1.323,1.33,2.944,4.75,2.298,2.294,2.576,2.158,2.579,3.303,3.227
0.385,0.368,0.37,0.366,0.318,0.367,0.369,0.361,0.401,0.689,0.689,0.685,0.634,0.683,0.681,0.688,0.537,0.697,1.25,1.326,1.221,1.061,1.282,1.037,1.318,1.322,1.33,3.054,4.438,2.35,2.578,2.029,2.293,2.579,3.049,3.022
0.372,0.37,0.37,0.366,0.364,0.287,0.372,0.359,0.402,0.688,0.69,0.534,0.684,0.681,0.683,0.683,0.689,0.698,1.336,1.325,1.319,1.222,1.315,1.132,1.139,1.323,1.33,2.769,4.75,2.355,2.423,2.576,2.579,2.18,2.93,3.287
0.385,0.371,0.37,0.284,0.302,0.367,0.325,0.361,0.402,0.69,0.689,0.685,0.683,0.683,0.634,0.686,0.537,0.63,1.336,1.325,1.32,1.315,1.314,1.085,1.29,1.323,1.33,2.605,4.99,2.403,2.578,2.321,2.294,2.579,3.304,3.022
0.385,0.371,0.37,0.366,0.364,0.366,0.372,0.359,0.402,0.688,0.691,0.686,0.682,0.674,0.683,0.688,0.689,0.698,1.336,1.239,1.319,1.258,1.315,1.315,1.156,1.321,1.33,3.052,4.877,2.283,2.578,2.576,2.579,2.294,3.305,3.309
0.385,0.371,0.37,0.345,0.364,0.366,0.371,0.361,0.4,0.689,0.689,0.685,0.684,0.682,0.648,0.687,0.69,0.697,1.322,1.325,1.274,1.316,1.316,1.131,1.307,1.322,1.33,2.656,4.762,2.158,2.293,2.575,2.362,2.471,3.145,2.737
0.299,0.369,0.37,0.366,0.364,0.366,0.372,0.361,0.401,0.688,0.69,0.686,0.683,0.683,0.683,0.688,0.689,0.698,1.334,1.325,1.319,1.296,1.219,1.315,1.318,1.322,1.161,2.534,4.719,2.55,2.579,2.468,2.578,2.58,3.306,3.308
0.385,0.371,0.37,0.364,0.364,0.366,0.372,0.361,0.401,0.689,0.689,0.659,0.684,0.682,0.682,0.686,0.69,0.663,1.334,1.326,1.319,1.173,1.316,1.315,1.317,1.058,1.043,2.982,4.53,2.197,2.106,2.289,2.578,2.432,3.188,3.256
0.385,0.34,0.369,0.366,0.364,0.366,0.372,0.361,0.402,0.558,0.691,0.687,0.683,0.683,0.683,0.688,0.689,0.698,1.255,1.326,1.16,1.315,1.315,1.057,1.316,1.321,1.33,3.056,4.98,2.289,2.294,2.378,2.527,2.303,2.779,3.022
0.385,0.37,0.37,0.364,0.364,0.366,0.372,0.361,0.325,0.689,0.677,0.686,0.532,0.591,0.682,0.687,0.537,0.69,1.336,1.326,1.03,1.315,1.315,1.118,1.256,1.043,1.329,3.035,4.576,2.574,2.293,2.067,2.577,2.579,3.021,3.306
0.385,0.287,0.37,0.365,0.364,0.366,0.369,0.361,0.401,0.688,0.689,0.562,0.682,0.683,0.683,0.688,0.689,0.695,1.336,1.326,1.321,1.243,1.069,1.315,1.317,1.323,1.33,3.06,4.46,2.573,2.577,2.219,2.547,2.579,2.823,2.9
0.385,0.369,0.37,0.366,0.365,0.357,0.371,0.358,0.312,0.69,0.691,0.686,0.532,0.62,0.682,0.686,0.691,0.697,1.336,1.326,1.321,1.315,1.203,1.315,1.11,1.083,1.125,3.062,4.622,2.287,2.577,2.367,2.577,2.578,3.306,3.067
0.386,0.37,0.368,0.366,0.363,0.366,0.37,0.359,0.312,0.542,0.689,0.685,0.683,0.683,0.682,0.688,0.691,0.695,1.334,1.326,1.319,1.315,1.316,1.142,1.318,1.323,1.33,2.974,4.717,2.474,2.364,2.516,2.576,2.579,3.152,2.735
0.3,0.37,0.368,0.366,0.365,0.323,0.371,0.358,0.401,0.688,0.691,0.533,0.684,0.641,0.683,0.629,0.692,0.697,1.335,1.326,1.319,1.315,1.147,1.299,1.318,1.224,1.164,3.065,4.676,2.575,2.53,2.577,2.445,2.579,2.185,2.824
0.386,0.37,0.368,0.356,0.363,0.366,0.371,0.359,0.341,0.688,0.61,0.684,0.682,0.683,0.543,0.688,0.69,0.695,1.09,1.231,1.232,1.165,1.294,1.315,1.317,1.322,1.319,2.492,4.432,2.575,2.409,2.292,2.317,2.58,2.296,3.269
0.386,0.37,0.37,0.366,0.364,0.364,0.371,0.312,0.403,0.67,0.691,0.685,0.682,0.682,0.683,0.567,0.69,0.697,1.335,1.111,1.32,1.315,1.314,1.289,1.16,1.323,1.194,3.064,5.004,2.577,2.292,2.292,2.577,2.579,2.581,2.735
0.386,0.37,0.37,0.364,0.298,0.366,0.372,0.279,0.378,0.688,0.689,0.684,0.684,0.683,0.547,0.688,0.691,0.612,1.336,1.325,1.319,1.195,1.314,1.217,1.039,1.322,1.07,3.064,4.891,2.577,2.171,2.292,2.047,2.294,2.393,3.307
0.386,0.3,0.37,0.366,0.365,0.366,0.372,0.359,0.403,0.662,0.691,0.685,0.683,0.654,0.683,0.686,0.69,0.697,1.292,1.326,1.123,1.315,1.315,1.315,1.318,1.325,1.231,2.542,4.49,2.415,2.578,2.577,2.291,2.495,2.583,3.183
