0.25m_40deg,0.25m_30deg,0.25m_20deg,0.25m_10deg,0.25m_0deg,0.25m_-10deg,0.25m_-20deg,0.25m_-30deg,0.25m_-40deg,0.5m_-40deg,0.5m_-30deg,0.5m_-20deg,0.5m_-10deg,0.5m_0deg,0.5m_10deg,0.5m_20deg,0.5m_30deg,0.5m_40deg,1m_40deg,1m_30deg,1m_20deg,1m_10deg,1m_0deg,1m_-10deg,1m_-20deg,1m_-30deg,1m_-40deg,2m_-40deg,2m_-30deg,2m_-20deg,2m_-10deg,2m_0deg,2m_10deg,2m_20deg,2m_30deg,2m_40deg
0.19,0.948,0.23,0.298,0.297,0.291,0.296,0.297,1.303,2.197,0.594,0.463,0.59,0.59,0.59,0.593,0.596,3.295,3.012,1.262,1.016,1.248,1.246,1.125,1.255,1.26,2.28,2.483,2.484,1.967,4.406,2.281,2.503,2.443,3.301,3.298
0.191,1.072,0.242,0.299,0.298,0.299,0.298,0.297,1.303,2.483,0.592,0.595,0.591,0.589,0.588,0.591,0.516,2.984,2.937,1.263,1.251,1.249,1.246,1.248,1.166,1.261,2.438,2.299,2.484,2.41,4.357,2.497,2.379,2.457,3.303,3.296
0.189,0.977,0.295,0.298,0.298,0.299,0.298,0.297,1.303,2.483,0.594,0.594,0.59,0.59,0.59,0.593,0.596,3.008,3.298,1.263,1.251,1.248,1.246,1.054,1.254,1.183,2.483,2.198,2.484,2.509,4.402,2.497,2.502,2.319,3.3,3.119
0.189,1.043,0.294,0.299,0.298,0.299,0.298,0.231,1.303,2.484,0.592,0.595,0.592,0.589,0.544,0.591,0.595,3.295,2.963,0.992,1.195,1.249,1.246,1.248,1.254,1.261,2.484,2.482,1.997,2.224,4.643,2.211,2.394,2.227,3.302,3.012
0.188,1.058,0.23,0.299,0.298,0.299,0.298,0.297,1.303,2.198,0.594,0.594,0.59,0.59,0.59,0.593,0.597,2.722,3.299,1.129,1.253,1.109,1.029,1.248,1.254,1.261,2.351,2.482,2.201,2.29,4.688,2.498,2.216,2.421,3.287,3.015
0.187,0.992,0.294,0.299,0.298,0.299,0.232,0.297,1.282,1.959,0.593,0.595,0.592,0.59,0.589,0.468,0.596,3.036,2.728,1.263,1.217,1.247,1.034,1.248,1.235,1.261,2.484,2.482,2.486,2.224,4.853,2.399,2.411,2.513,3.138,2.727
0.153,0.992,0.296,0.299,0.298,0.3,0.298,0.297,1.147,2.484,0.462,0.592,0.591,0.589,0.459,0.593,0.595,2.721,3.3,1.087,1.136,1.247,1.247,1.248,1.254,1.261,2.318,2.001,2.446,2.296,4.707,1.993,2.501,2.514,3.302,2.725
0.186,0.992,0.296,0.299,0.298,0.299,0.298,0.297,1.302,2.275,0.593,0.594,0.59,0.59,0.59,0.593,0.596,3.293,3.012,1.263,1.252,0.995,1.246,1.248,1.254,1.262,2.254,2.197,2.032,2.509,4.85,2.499,2.427,2.228,3.138,3.298
0.186,0.993,0.295,0.299,0.298,0.299,0.298,0.297,1.304,2.484,0.595,0.593,0.591,0.589,0.588,0.475,0.595,2.721,2.857,1.263,1.253,1.247,1.246,1.248,1.13,1.26,2.409,2.483,2.488,2.511,4.353,2.498,2.5,2.515,3.302,3.177
0.186,0.992,0.295,0.298,0.242,0.299,0.298,0.231,1.304,2.484,0.593,0.594,0.59,0.59,0.59,0.593,0.597,3.009,3.01,1.263,1.252,1.247,1.246,1.17,1.008,1.182,2.482,2.484,2.202,2.225,4.352,2.237,2.499,2.23,3.202,2.766
0.186,0.772,0.297,0.299,0.298,0.299,0.298,0.297,1.179,2.483,0.594,0.593,0.592,0.496,0.536,0.591,0.511,3.129,3.296,1.221,1.252,1.247,1.089,1.248,1.254,1.26,2.484,2.483,2.489,2.511,4.725,2.501,2.5,5.755,3.076,2.723
2.106,1.033,0.297,0.298,0.262,0.299,0.298,0.297,1.271,2.483,0.593,0.594,0.528,0.59,0.459,0.593,0.596,2.723,3.296,1.263,1.252,1.046,1.243,1.248,1.042,1.26,2.32,2.483,2.488,2.51,4.353,2.498,2.261,6.068,3.302,3.009
0.186,0.848,0.295,0.299,0.298,0.299,0.298,0.297,1.304,2.485,0.594,0.593,0.592,0.589,0.589,0.591,0.595,3.095,2.884,1.254,1.253,1.247,1.246,1.248,1.254,1.259,2.484,2.134,2.237,2.509,4.353,2.406,2.052,5.757,3.094,2.954
0.186,0.868,0.295,0.299,0.297,0.299,0.298,0.231,1.304,2.372,0.592,0.594,0.553,0.59,0.59,0.594,0.596,3.293,3.299,1.263,1.252,1.247,1.237,0.971,1.254,1.262,2.197,2.007,2.391,2.472,4.353,2.498,2.5,2.227,2.957,3.295
0.145,1.063,0.294,0.299,0.298,0.299,0.298,0.297,1.304,1.959,0.594,0.593,0.592,0.589,0.589,0.593,0.596,3.296,2.726,1.263,0.988,1.24,1.247,1.248,1.0,1.26,2.208,2.164,2.261,2.407,4.458,2.21,2.355,2.513,3.303,2.723
0.184,1.024,0.295,0.299,0.298,0.255,0.298,0.231,1.084,2.399,0.594,0.594,0.59,0.59,0.59,0.594,0.563,2.725,3.298,1.263,1.253,1.11,1.247,1.248,1.255,1.226,2.483,2.483,2.486,2.508,4.426,2.389,2.502,2.511,3.261,3.146
0.185,0.992,0.23,0.299,0.298,0.299,0.232,0.297,1.304,2.198,0.474,0.592,0.591,0.535,0.59,0.593,0.596,3.296,3.156,1.03,1.252,1.248,1.247,1.248,1.255,1.262,1.938,2.477,2.426,2.509,4.485,2.498,2.5,2.51,3.302,2.741
