1m_0deg
1.324
1.324
1.324
1.324
1.324
1.235
1.086
1.324
1.324
1.324
1.324
1.23
1.323
1.324
1.324
1.223
1.078
1.324
1.324
1.324
1.323
1.324
1.324
1.111
1.324
1.324
1.324
1.279
1.324
1.29
1.324
1.324
1.324
1.193
1.324
1.198
1.323
1.201
1.323
1.324
1.324
1.323
1.073
1.219
1.323
1.324
1.078
1.326
1.324
1.324
1.056
1.324
1.313
1.177
1.324
1.324
1.324
1.325
1.324
1.115
1.324
1.324
1.324
1.324
1.138
1.068
1.324
1.324
1.248
1.241
1.324
1.324
1.324
1.324
1.273
1.324
1.324
1.324
1.324
1.204
1.324
1.148
1.324
1.324
1.323
1.324
1.324
1.14
1.323
1.15
1.325
1.323
1.315
1.326
1.039
1.326
1.324
1.324
1.324
1.324
1.324
1.144
1.323
1.323
1.324
1.323
1.295
1.323
1.324
1.323
1.324
1.324
1.323
1.324
1.303
1.324
1.324
1.159
1.324
1.152
1.324
1.324
1.263
1.324
1.324
1.324
1.324
1.325
1.324
1.324
1.324
1.063
1.324
1.324
1.324
1.319
1.324
1.324
1.143
1.324
1.325
1.324
1.083
1.217
1.294
1.324
1.324
1.324
1.324
1.062
1.324
1.311
1.324
1.31
1.154
1.324
1.14
1.271
1.324
1.324
1.103
1.324
1.324
1.324
1.324
1.214
1.324
1.324
1.051
1.324
1.038
1.324
1.324
1.155
1.324
1.136
1.324
1.324
1.324
1.324
1.255
1.324
1.323
1.255
1.116
1.09
1.227
1.324
1.324
1.324
1.324
1.286
1.324
1.324
1.324
1.324
1.196
1.325
1.325
1.324
1.324
1.324
1.324
1.324
1.324
1.252
1.103
1.237
1.324
1.228
1.323
1.323
1.324
1.324
1.324
1.131
